marka,model,motor_donanim,kasa_tipi,yakit_tipi,sanziman,kullanim_amaci,fiyat_tl,donanim_skor,guvenlik_skor,performans_skor,konfor_skor,ikinci_el_skor,tuketim_kwh,ev_sarj_tl,yillik_mtv,yillik_sigorta,yillik_bakim,ortalama_tuketim,beygir_gucu,tork_nm,hizlanma_0_100s,elektrikli_menzil_km,gövde_uzunlugu_mm,bagaj_hacmi_lt,marka_sitesi
DS,DS 7,E-Tense 300 4x4 Opera,SUV,Plug-in Hibrit,Otomatik,Lüks/4x4,4500000,5.0,5.0,4.8,5.0,3.5,16.0,4.5,15000,28000,18000,1.5,300,520,5.9,60,4573,555,https://www.dsautomobiles.com.tr
KG Mobility,Torres,EVX,SUV,Elektrikli,Otomatik,Macera/Elektrik,2450000,4.5,4.8,4.0,4.5,3.5,18.0,4.5,12000,16000,6000,0,207,339,8.1,460,4715,703,https://www.ssangyong.com.tr
KG Mobility,Korando,1.5 Turbo Platinum,SUV,Benzin,Otomatik,Aile/Geniş,1950000,4.0,4.5,3.8,4.0,3.5,0,0,8000,12000,7500,7.5,163,280,9.8,0,4450,551,https://www.ssangyong.com.tr
KG Mobility,Musso Grand,2.2 Platinum,Pick-up,Dizel,Otomatik,Ticari/Lüks,2100000,3.5,4.0,4.0,3.5,3.8,0,0,9000,13000,8000,9.0,181,420,11.0,0,5405,1000,https://www.ssangyong.com.tr
Alfa Romeo,Tonale,1.5 Hibrit Sprint,SUV,Hibrit,Otomatik,Spor/Giriş,2650000,4.5,4.8,4.0,4.2,3.5,0,0,11000,16000,10000,6.0,160,240,8.8,0,4528,500,https://www.alfaromeo.com.tr
Alfa Romeo,Tonale,1.5 Hibrit Ti,SUV,Hibrit,Otomatik,Spor/Orta,2850000,4.8,4.8,4.0,4.5,3.5,0,0,11000,17500,11000,6.0,160,240,8.8,0,4528,500,https://www.alfaromeo.com.tr
Alfa Romeo,Tonale,1.5 Hibrit Veloce,SUV,Hibrit,Otomatik,Spor/Lüks,3100000,5.0,4.8,4.0,4.5,3.5,0,0,11000,19000,12000,6.0,160,240,8.8,0,4528,500,https://www.alfaromeo.com.tr
Alfa Romeo,Stelvio,2.0 Veloce,SUV,Benzin,Otomatik,Performans/Lüks,5200000,5.0,5.0,5.0,4.8,3.5,0,0,20000,32000,20000,8.5,280,400,5.7,0,4687,525,https://www.alfaromeo.com.tr
Alfa Romeo,Giulia,2.0 Veloce,Sedan,Benzin,Otomatik,Performans/Spor,4900000,5.0,5.0,5.0,4.8,3.5,0,0,20000,30000,18000,8.0,280,400,5.2,0,4643,480,https://www.alfaromeo.com.tr
Ford,Puma,1.0 EcoBoost Style,SUV,Benzin,Otomatik,Şehir/Giriş,1550000,4.0,4.2,3.5,3.8,4.2,0,0,6000,9500,6500,6.2,125,200,10.2,0,4186,456,https://www.ford.com.tr
Ford,Puma,1.0 EcoBoost ST-Line,SUV,Benzin,Otomatik,Şehir/Spor,1850000,4.5,4.2,3.5,3.8,4.2,0,0,6000,11000,7500,6.2,125,200,10.2,0,4186,456,https://www.ford.com.tr
Ford,Focus,1.5 EcoBlue Active,Hatchback,Dizel,Otomatik,Crossover/Dizel,1950000,4.2,4.5,3.5,4.0,4.5,0,0,7500,12000,8000,5.1,115,250,11.8,0,4393,341,https://www.ford.com.tr
Ford,Kuga,1.5 EcoBoost Style,SUV,Benzin,Otomatik,Aile/Giriş,2200000,4.2,4.8,4.0,4.2,4.0,0,0,9000,13500,8500,6.8,182,240,9.6,0,4614,511,https://www.ford.com.tr
Ford,Kuga,1.5 EcoBoost ST-Line,SUV,Benzin,Otomatik,Aile/Spor,2550000,4.5,4.8,4.0,4.2,4.0,0,0,9000,15500,9500,6.8,182,240,9.6,0,4614,511,https://www.ford.com.tr
Ford,Ranger,2.0 EcoBlue Wildtrak,Pick-up,Dizel,Otomatik,Arazi/Lüks,3200000,4.5,4.5,4.5,3.5,4.8,0,0,15000,18000,12000,9.0,205,500,10.5,0,5370,1200,https://www.ford.com.tr
Ford,Mustang Mach-E,RWD Standard Range,SUV,Elektrikli,Otomatik,Performans/Elektrik,4100000,4.8,5.0,4.5,4.2,4.0,17.0,5.0,18000,25000,8000,0,269,430,6.1,440,4713,402,https://www.ford.com.tr
Ford,Mustang Mach-E,AWD Long Range,SUV,Elektrikli,Otomatik,Performans/Menzil,5200000,5.0,5.0,4.8,4.5,4.0,18.5,5.5,20000,30000,10000,0,351,580,5.1,550,4713,402,https://www.ford.com.tr
Lexus,NX,350h Business,SUV,Hibrit,Otomatik,Lüks/Giriş,4200000,4.8,5.0,4.0,4.8,4.0,0,0,18000,26000,14000,6.0,244,239,7.7,0,4660,520,https://www.lexus.com.tr
Lexus,NX,350h Executive,SUV,Hibrit,Otomatik,Lüks/Orta,4600000,5.0,5.0,4.0,5.0,4.0,0,0,18000,28000,15000,6.0,244,239,7.7,0,4660,520,https://www.lexus.com.tr
Lexus,RX,350h Executive,SUV,Hibrit,Otomatik,Lüks/Üst,6500000,5.0,5.0,4.2,5.0,4.0,0,0,25000,40000,20000,6.5,250,270,7.9,0,4890,612,https://www.lexus.com.tr
Subaru,XV,1.6i Xtreme,SUV,Benzin,Otomatik,Güvenlik/Giriş,2100000,4.0,4.8,3.0,4.0,3.8,0,0,8000,12000,8000,7.0,114,150,13.9,0,4485,385,https://www.subaru.com.tr
Subaru,Forester,2.0 e-Boxer X-Exclusive,SUV,Hibrit,Otomatik,Güvenlik/Aile,3100000,4.5,5.0,3.8,4.5,3.8,0,0,10000,18000,11000,6.7,150,194,11.8,0,4625,509,https://www.subaru.com.tr
Subaru,Solterra,e-Xcellent,SUV,Elektrikli,Otomatik,Arazi/Elektrik,2900000,4.5,5.0,4.0,4.2,3.5,16.0,4.5,12000,17000,5000,0,218,337,6.9,466,4690,452,https://www.subaru.com.tr
Mazda,CX-5,2.0 Power Sense,SUV,Benzin,Otomatik,Tasarım/Aile,3200000,4.5,4.8,4.0,4.5,3.5,0,0,10000,19000,12000,7.5,165,213,10.2,0,4575,506,https://www.mazda.com.tr
Mazda,Mazda3,1.5 Power Sense,Hatchback,Benzin,Otomatik,Tasarım/Premium,2100000,4.5,4.5,3.5,4.2,3.5,0,0,8000,13000,8000,6.0,120,153,11.8,0,4460,351,https://www.mazda.com.tr
Jeep,Renegade,1.3 e-Hybrid Longitude,SUV,Hibrit,Otomatik,Şehir/Giriş,1950000,4.0,4.0,3.5,3.8,4.0,0,0,8000,11500,8000,6.2,130,240,9.7,0,4236,351,https://www.jeep.com.tr
Jeep,Renegade,1.3 e-Hybrid Limited,SUV,Hibrit,Otomatik,Şehir/Dolu,2150000,4.2,4.0,3.5,4.0,4.0,0,0,8000,12500,8500,6.2,130,240,9.7,0,4236,351,https://www.jeep.com.tr
Jeep,Compass,1.3 e-Hybrid Limited,SUV,Hibrit,Otomatik,Aile/Orta,2650000,4.2,4.5,3.5,4.2,3.8,0,0,9000,15500,10000,6.0,130,240,10.0,0,4404,438,https://www.jeep.com.tr
Jeep,Compass,1.3 e-Hybrid S Limited,SUV,Hibrit,Otomatik,Aile/Lüks,2950000,4.5,4.5,3.5,4.5,3.8,0,0,9000,17000,11000,6.0,130,240,10.0,0,4404,438,https://www.jeep.com.tr
Jeep,Avenger,1.2 Summit,SUV,Benzin,Manuel,Şehir/Stil,1850000,4.0,4.2,3.2,3.8,3.8,0,0,7000,11000,7500,5.6,100,205,10.6,0,4084,380,https://www.jeep.com.tr
Jeep,Avenger,Elektrikli Summit,SUV,Elektrikli,Otomatik,Şehir/Elektrik,2200000,4.5,4.5,4.0,4.0,3.8,15.4,4.5,8000,13000,4000,0,156,260,9.0,400,4084,380,https://www.jeep.com.tr
